amount,hour,is_new_recipient,recipient_age_days,recipient_txn_count,recipient_report_count,user_avg_payment,amount_deviation,txn_velocity_1h,urgency_score,secrecy_score,historical_relationship,is_odd_hour,is_fraud
1304.84,6,0,575,53,0,2882.91,0.453,1,22.6,3.0,23,0,0
16466.05,21,0,686,130,0,2728.96,6.034,0,6.0,13.1,19,0,0
2065.45,21,1,49,59,1,2133.61,0.968,0,8.0,9.8,0,0,1
441.33,21,1,86,43,0,1360.9,0.324,0,35.4,9.3,0,0,0
8237.76,19,1,229,70,1,1009.19,8.163,1,42.6,4.3,0,0,0
15546.57,17,0,306,62,0,2446.39,6.355,0,6.3,12.9,50,0,0
4325.4,11,0,539,80,0,1506.86,2.87,0,17.4,9.5,12,0,0
2097.76,6,0,461,84,0,1258.07,1.667,0,9.5,1.3,12,0,0
2190.0,10,0,497,146,0,2183.85,1.003,0,26.9,23.4,37,0,0
5143.21,10,1,106,35,0,3327.16,1.546,0,58.0,12.0,0,0,0
6126.9,17,0,284,43,0,1713.8,3.575,2,25.6,20.0,28,0,0
1221.96,11,1,73,121,0,2949.81,0.414,0,26.5,17.4,0,0,0
20000.0,16,1,27,2,2,2396.05,8.347,2,89.5,58.0,0,0,1
172.21,10,1,168,107,0,2938.64,0.059,2,15.0,9.3,0,0,0
2242.62,3,0,390,27,1,2328.38,0.963,1,65.5,18.3,1,1,1
19859.31,22,0,387,63,0,1701.22,11.674,0,17.9,29.4,47,0,0
704.54,22,0,263,128,0,1025.92,0.687,0,7.1,1.5,6,0,0
1089.41,3,0,620,56,0,2726.68,0.4,2,22.6,3.6,34,1,0
753.05,19,1,102,71,0,3482.52,0.216,1,11.6,1.5,0,0,0
534.22,16,0,367,47,1,2504.21,0.213,0,45.7,0.6,24,0,0
1597.63,21,0,914,93,0,1366.63,1.169,1,12.9,7.6,27,0,0
5253.63,18,0,986,87,0,3764.49,1.396,0,13.3,9.6,12,0,0
523.92,6,0,504,55,0,1602.85,0.327,2,6.2,21.6,8,0,0
1482.44,8,0,405,44,0,2553.1,0.581,2,10.5,15.7,26,0,0
20000.0,22,1,4,1,1,2381.73,8.397,1,85.5,59.5,0,0,1
431.52,20,0,672,54,1,1528.01,0.282,2,27.2,4.0,17,0,0
2380.93,10,0,365,76,0,2119.46,1.123,1,14.0,1.8,34,0,0
1650.92,1,0,142,5,5,1514.75,1.09,6,3.3,9.4,0,1,1
2184.13,20,0,1112,102,0,1730.37,1.262,1,2.6,2.9,24,0,0
7427.71,2,0,128,13,0,1856.82,4.0,1,2.2,19.0,28,1,0
826.64,16,1,31,88,0,2249.53,0.367,0,35.3,12.4,0,0,0
5206.07,11,0,530,50,1,2692.31,1.934,1,13.6,4.7,9,0,0
1293.77,10,1,198,65,0,2621.72,0.493,0,9.5,14.8,0,0,0
978.84,6,0,580,61,0,2929.55,0.334,0,45.4,38.1,29,0,0
591.88,23,1,259,55,0,300.0,1.973,0,7.5,9.9,0,1,1
3634.94,13,1,171,98,0,3119.66,1.165,1,7.4,10.5,0,0,0
2108.63,3,1,268,85,0,2864.27,0.736,2,2.9,2.0,0,1,0
6307.85,4,1,130,11,5,3160.73,1.996,3,66.2,38.7,0,1,1
1160.43,8,0,775,89,0,2297.92,0.505,1,7.1,4.2,37,0,0
325.33,12,1,320,39,0,2237.11,0.145,2,5.3,7.6,0,0,0
741.08,5,0,187,110,0,2962.52,0.25,2,16.6,0.5,22,1,0
2216.52,21,1,325,67,1,3287.15,0.674,0,31.5,9.0,0,0,0
6879.54,17,0,762,24,0,3067.25,2.243,2,14.8,8.4,12,0,0
20000.0,0,1,98,7,1,1869.2,10.7,2,27.9,77.2,0,1,1
3390.06,12,1,25,55,0,2797.93,1.212,0,14.2,3.1,0,0,0
1517.29,15,1,124,32,0,3710.47,0.409,0,32.9,8.7,0,0,0
2405.43,2,0,541,61,0,2737.4,0.879,0,35.6,48.6,1,1,0
2934.88,4,1,25,24,2,991.92,2.959,5,38.4,60.3,0,1,1
814.24,12,1,38,100,0,2155.44,0.378,1,13.3,2.0,0,0,0
3447.14,10,1,249,46,0,4713.57,0.731,0,0.8,5.7,0,0,0
2194.71,20,1,33,26,0,1978.42,1.109,0,0.2,2.1,0,0,0
3848.26,6,1,142,105,0,4355.58,0.884,0,46.0,39.3,0,0,0
2598.3,5,0,621,97,1,2543.42,1.022,1,4.2,9.1,37,1,1
2952.83,9,1,133,59,0,2338.76,1.263,0,14.6,1.4,0,0,0
2275.58,11,0,418,19,5,3055.31,0.745,3,2.5,9.7,1,0,1
1240.41,22,0,844,44,0,4420.43,0.281,0,1.7,10.5,29,0,0
732.86,4,0,381,78,0,1654.51,0.443,0,26.7,6.7,17,1,0
2532.67,13,0,547,97,0,2686.12,0.943,2,9.7,0.3,7,0,0
938.64,8,0,285,94,0,1969.96,0.476,0,36.8,30.5,31,0,0
14191.8,21,0,562,40,0,2050.04,6.923,0,43.9,14.0,3,0,0
957.71,20,0,382,118,1,2600.42,0.368,0,24.1,7.8,6,0,0
548.39,5,1,118,108,0,2343.97,0.234,1,1.4,1.0,0,1,0
17153.74,14,0,329,9,0,2110.74,8.127,1,39.7,6.5,45,0,0
1024.92,16,0,497,40,0,2071.08,0.495,1,47.4,34.9,9,0,0
379.54,20,0,358,94,0,4269.94,0.089,0,19.0,29.6,3,0,0
521.99,7,0,519,34,0,3475.04,0.15,0,2.3,7.3,9,0,0
1670.03,20,0,412,63,0,3018.48,0.553,0,41.8,20.1,14,0,0
720.75,11,0,486,47,0,1653.63,0.436,0,30.9,14.3,24,0,0
9975.76,12,0,765,47,0,2310.81,4.317,2,13.0,3.5,26,0,0
7371.88,7,0,269,92,0,2306.39,3.196,0,53.7,12.4,9,0,0
5976.36,15,1,65,3,0,2304.07,2.594,3,61.2,40.1,0,0,1
9800.6,17,0,676,64,0,2799.28,3.501,0,52.8,25.1,33,0,0
5688.64,5,1,58,5,1,3099.16,1.836,0,80.5,32.1,0,1,1
677.15,6,0,812,104,1,1561.2,0.434,1,21.5,17.4,16,0,0
1121.0,18,0,695,129,0,1728.31,0.649,1,9.6,2.0,11,0,0
3479.77,19,1,133,42,0,3577.72,0.973,1,11.7,10.1,0,0,0
1989.33,5,1,129,50,0,3519.0,0.565,2,19.6,18.9,0,1,0
513.39,0,1,19,5,3,2907.26,0.177,0,1.9,5.2,0,1,1
329.75,19,0,750,74,0,2385.38,0.138,2,16.8,13.2,8,0,0
1459.44,18,0,539,62,0,1900.91,0.768,2,6.3,14.0,5,0,0
1805.33,10,1,61,5,2,512.41,3.523,2,1.9,11.4,0,0,1
392.45,21,1,97,87,0,300.0,1.308,0,23.8,20.5,0,0,0
507.8,20,0,295,27,0,1989.67,0.255,1,16.3,1.4,17,0,0
1592.77,18,1,46,32,2,4017.57,0.396,2,35.9,20.3,0,0,0
10665.32,9,1,98,99,0,2237.47,4.767,2,28.5,14.5,0,0,0
915.15,16,0,430,58,0,1543.43,0.593,1,8.6,7.4,27,0,0
9282.82,20,0,234,6,0,1294.99,7.168,4,71.5,55.7,3,0,0
3503.95,15,1,27,3,1,1807.74,1.938,1,78.3,86.8,0,0,1
20000.0,0,1,45,0,2,4390.5,4.555,2,47.3,46.4,0,1,1
2153.3,19,1,68,13,4,1988.53,1.083,5,74.8,69.5,0,0,1
2051.85,10,0,201,62,0,1628.79,1.26,1,17.0,5.6,3,0,0
5895.18,15,0,292,117,0,1930.76,3.053,1,8.8,5.4,7,0,0
17929.01,19,0,68,34,0,1265.23,14.171,0,0.4,13.2,17,0,0
1677.2,5,0,266,21,4,964.88,1.738,3,89.5,60.4,1,1,1
589.02,2,1,54,1,1,3798.93,0.155,5,2.0,4.1,0,1,1
1405.56,23,1,50,48,0,2026.41,0.694,0,32.7,15.1,0,1,0
1579.48,17,0,402,144,0,1938.8,0.815,0,33.7,38.8,1,0,0
506.48,22,1,185,60,0,3057.19,0.166,0,5.7,4.0,0,0,0
6490.96,19,0,292,49,0,2055.21,3.158,1,7.7,24.1,7,0,0
1251.34,13,1,54,45,0,1930.4,0.648,0,20.5,4.9,0,0,1
4014.81,21,0,665,72,0,4672.04,0.859,0,32.1,5.0,1,0,0
3647.62,11,1,133,38,0,1395.24,2.614,0,30.3,8.0,0,0,0
3942.8,16,1,18,10,2,2506.6,1.573,1,83.2,50.1,0,0,1
380.3,8,0,684,39,0,2727.72,0.139,1,14.8,2.5,25,0,0
1143.49,5,0,505,27,0,3373.47,0.339,3,62.2,4.0,20,1,0
1840.26,14,0,627,49,0,3643.46,0.505,0,9.1,5.6,14,0,0
2268.81,17,0,130,42,0,2209.91,1.027,0,26.9,10.3,34,0,0
493.2,21,1,25,108,0,2390.7,0.206,0,9.0,6.9,0,0,0
2483.64,15,0,606,37,0,2873.18,0.864,1,53.6,12.7,33,0,0
5700.25,12,0,451,88,0,3013.83,1.891,1,13.0,5.0,11,0,0
1320.39,16,1,367,30,0,2965.48,0.445,0,4.3,35.0,0,0,1
6178.45,18,0,1079,82,0,604.17,10.226,0,6.3,7.8,7,0,1
1456.38,10,0,406,49,0,2130.42,0.684,0,7.2,12.6,6,0,0
5455.32,6,1,15,14,1,2461.36,2.216,0,74.6,39.2,0,0,1
881.09,14,0,465,59,0,682.74,1.291,2,2.2,7.4,22,0,0
1889.95,7,1,71,34,3,1454.65,1.299,4,9.3,0.9,0,0,1
5261.18,6,0,608,34,0,2674.79,1.967,1,24.1,36.7,21,0,0
312.11,11,0,378,39,0,811.92,0.384,0,12.5,2.9,28,0,0
1276.16,10,1,24,71,0,2491.79,0.512,2,28.3,8.3,0,0,0
1334.5,18,1,42,90,0,2354.88,0.567,1,35.8,2.7,0,0,0
475.64,7,1,95,85,0,1900.43,0.25,2,30.3,9.7,0,0,0
5153.13,16,0,414,70,0,3286.5,1.568,0,29.9,15.8,6,0,0
605.6,17,1,50,53,0,602.32,1.005,2,34.3,2.4,0,0,0
2672.25,9,0,412,63,0,1103.91,2.421,2,19.6,13.2,19,0,0
9177.59,5,0,126,1,2,1388.92,6.608,5,61.3,81.6,2,1,1
8305.03,18,1,29,20,2,1956.56,4.245,1,57.4,63.7,0,0,1
600.8,6,0,540,24,0,3084.2,0.195,1,11.8,6.1,19,0,0
735.9,18,1,385,49,0,3047.3,0.241,1,9.7,1.9,0,0,0
2396.73,8,1,77,124,1,3366.3,0.712,1,6.7,14.5,0,0,0
2929.98,7,0,612,43,0,979.52,2.991,1,48.6,8.3,17,0,0
1073.72,4,0,406,121,0,3316.82,0.324,1,9.2,5.9,13,1,0
2819.25,11,1,158,48,0,1196.72,2.356,0,13.0,3.0,0,0,0
633.17,6,1,206,61,0,2214.03,0.286,0,12.7,8.8,0,0,0
2394.08,19,0,514,112,0,1673.56,1.431,3,14.1,9.7,1,0,0
1370.63,10,1,174,46,0,2350.87,0.583,1,27.0,11.1,0,0,0
5054.76,2,1,120,5,3,839.35,6.022,4,70.9,26.3,0,1,1
1359.29,19,0,1128,52,0,2080.46,0.653,0,4.8,5.6,2,0,0
893.72,14,1,38,72,0,1665.93,0.536,0,26.6,21.6,0,0,0
1052.63,3,1,150,98,0,3025.13,0.348,1,10.7,8.8,0,1,0
5453.71,16,0,942,38,0,3452.71,1.58,0,12.7,2.9,13,0,0
6794.33,1,1,119,2,2,2020.2,3.363,1,58.3,64.3,0,1,1
1010.16,23,1,78,4,3,2302.32,0.439,5,7.5,1.2,0,1,1
459.13,11,0,220,71,1,1763.72,0.26,0,16.9,10.0,28,0,0
230.9,21,0,512,44,0,2380.76,0.097,1,7.4,6.4,29,0,0
1246.48,1,0,254,80,2,2961.61,0.421,2,28.1,30.3,13,1,0
1165.34,1,1,60,57,0,3065.77,0.38,0,37.3,15.7,0,1,0
806.9,17,0,473,46,0,2169.37,0.372,1,42.0,13.0,23,0,0
12214.38,11,0,447,5,2,3749.22,3.258,4,39.3,41.5,1,0,1
795.07,18,1,99,63,0,2098.54,0.379,0,49.4,10.3,0,0,0
2056.37,19,0,342,63,0,3275.75,0.628,1,23.4,19.3,30,0,0
329.29,11,0,585,22,0,2954.99,0.111,0,37.1,10.2,11,0,0
2495.97,6,0,570,55,0,3564.3,0.7,0,32.9,3.5,29,0,0
2954.28,17,1,13,50,0,1706.91,1.731,1,6.4,8.3,0,0,0
267.79,23,0,772,73,0,2002.57,0.134,0,34.5,1.5,11,1,0
4545.33,8,0,740,68,0,2122.26,2.142,0,23.3,15.0,39,0,0
2050.77,12,1,48,41,0,1784.8,1.149,1,30.0,8.6,0,0,0
1970.8,14,0,416,24,0,3916.29,0.503,1,15.0,4.8,38,0,0
1225.83,10,0,661,42,0,3747.15,0.327,1,30.6,8.1,35,0,0
3537.89,23,0,565,68,0,1730.81,2.044,1,9.4,9.5,6,1,0
2011.96,8,0,908,35,0,1181.45,1.703,1,14.3,17.7,9,0,0
9123.97,20,0,606,61,0,1160.85,7.86,3,4.9,11.9,6,0,0
856.25,15,0,372,109,1,2587.67,0.331,0,33.8,13.6,37,0,0
798.38,18,1,267,82,0,1674.96,0.477,1,13.0,20.7,0,0,0
4965.36,11,0,499,130,0,2929.07,1.695,1,7.7,6.4,25,0,0
1107.37,18,0,829,63,0,3661.07,0.302,0,13.5,11.8,17,0,0
10764.14,15,0,932,17,0,1421.74,7.571,0,39.5,11.3,39,0,0
2037.31,12,1,22,7,2,1120.82,1.818,0,0.8,14.1,0,0,1
620.14,15,1,288,138,0,492.44,1.259,1,22.9,1.6,0,0,0
13679.91,8,0,344,81,0,2749.93,4.975,2,3.8,21.8,31,0,0
997.73,4,1,46,70,0,3100.81,0.322,1,18.4,4.6,0,1,0
1470.81,10,0,433,48,0,2729.25,0.539,1,9.2,21.8,10,0,0
3027.69,19,0,551,86,0,3045.87,0.994,1,27.1,14.9,14,0,0
2008.25,10,0,207,126,0,3995.12,0.503,1,51.1,5.9,4,0,0
4228.92,11,0,597,58,0,823.95,5.132,0,48.5,19.4,13,0,0
726.26,0,0,448,84,0,3476.04,0.209,2,13.4,8.0,18,1,0
1866.16,8,1,12,66,0,2018.45,0.925,1,22.4,26.2,0,0,0
1388.93,22,1,97,17,0,3406.72,0.408,1,43.9,5.2,0,0,0
2398.86,21,0,669,86,0,3043.47,0.788,0,4.9,32.3,24,0,0
812.98,8,0,632,53,0,3828.8,0.212,0,13.4,1.5,3,0,0
1903.9,17,0,447,31,1,4178.7,0.456,0,27.2,28.8,10,0,0
2095.36,23,0,353,9,2,2921.6,0.717,2,52.2,41.5,0,1,1
682.7,12,0,565,85,0,3565.59,0.191,0,33.2,8.6,21,0,0
426.11,21,0,284,44,0,1991.17,0.214,1,10.5,14.9,13,0,0
5765.81,15,0,773,38,0,1648.58,3.497,1,11.8,5.4,11,0,0
1226.76,22,0,486,21,0,1821.26,0.674,1,22.4,10.5,36,0,0
4570.67,19,0,332,95,0,2799.43,1.633,0,23.1,10.5,8,0,0
16113.61,17,0,23,80,0,2121.71,7.595,0,5.0,15.8,32,0,0
663.56,17,0,182,64,0,3234.62,0.205,2,16.7,23.1,39,0,0
6101.84,23,1,67,5,2,2605.51,2.342,1,91.9,79.2,0,1,1
1592.63,20,1,344,58,0,3879.17,0.411,2,11.1,36.2,0,0,0
20000.0,16,0,312,5,1,3071.64,6.511,2,78.7,80.9,1,0,1
1175.9,11,0,403,70,0,1933.62,0.608,1,2.9,14.5,8,0,1
3923.77,5,1,60,28,2,1333.06,2.943,0,78.7,60.8,0,1,1
1129.47,14,1,255,35,0,1467.62,0.77,1,8.5,22.9,0,0,0
2144.87,8,0,350,73,0,2024.13,1.06,0,11.3,4.1,13,0,0
1793.86,17,0,404,90,0,1685.57,1.064,1,6.6,4.7,16,0,0
16961.36,23,1,18,31,0,2734.41,6.203,6,86.5,51.6,0,1,1
1099.43,22,0,386,46,0,2998.93,0.367,3,9.9,14.2,31,0,0
20000.0,5,1,61,19,1,3690.95,5.419,0,86.7,69.9,0,1,1
4084.61,13,0,514,80,0,945.3,4.321,1,28.7,12.5,22,0,0
1723.41,20,0,267,45,1,2538.6,0.679,0,40.5,4.2,1,0,0
915.68,9,1,230,38,0,2194.2,0.417,1,16.6,0.6,0,0,0
2821.4,17,0,457,70,0,886.37,3.183,0,54.5,7.3,7,0,0
20000.0,22,1,62,11,0,1276.78,15.664,4,88.8,47.5,0,0,1
6907.64,22,0,532,69,0,3297.66,2.095,0,10.9,4.3,15,0,0
654.35,6,0,756,26,0,3192.51,0.205,1,6.0,3.5,15,0,0
580.3,0,0,264,74,0,3859.1,0.15,2,44.4,6.1,18,1,0
3624.38,6,0,547,81,0,802.78,4.515,2,29.2,8.9,20,0,0
1908.86,16,1,123,90,0,1891.49,1.009,0,2.2,2.2,0,0,0
385.25,19,0,277,51,0,1181.46,0.326,0,8.4,0.7,10,0,0
2780.41,13,0,525,53,0,1256.39,2.213,1,1.7,12.3,28,0,0
282.64,11,1,130,36,0,3007.59,0.094,0,25.4,24.7,0,0,1
1718.07,11,0,279,43,0,2917.14,0.589,0,21.6,3.3,6,0,0
2393.59,20,0,569,76,0,1300.95,1.84,0,16.9,35.4,22,0,0
896.02,18,0,810,61,0,1457.95,0.615,2,16.1,26.8,30,0,0
10718.98,11,1,36,3,1,686.17,15.621,0,71.9,11.2,0,0,1
5971.67,14,0,272,28,0,2711.74,2.202,2,20.4,20.6,37,0,0
1530.02,21,0,587,81,0,2658.36,0.576,1,38.0,9.1,27,0,0
122.05,11,0,680,13,0,3393.83,0.036,0,7.3,9.5,10,0,0
240.71,16,0,863,27,0,3168.99,0.076,0,10.2,4.3,23,0,0
904.12,0,1,230,72,0,3346.82,0.27,0,8.5,25.9,0,1,0
6962.35,1,1,97,8,1,1219.59,5.709,1,72.4,84.2,0,1,1
4637.41,10,0,1173,72,0,3368.77,1.377,1,2.5,0.6,25,0,0
363.58,12,1,96,46,0,2434.99,0.149,1,9.0,3.7,0,0,0
2135.23,16,0,519,60,0,1503.53,1.42,2,12.4,4.1,7,0,0
15989.6,12,0,19,27,0,2753.24,5.808,1,17.0,9.0,39,0,0
5868.19,22,1,182,41,0,2473.29,2.373,0,25.4,12.6,0,0,0
775.01,9,0,1302,46,0,654.63,1.184,0,34.7,24.6,31,0,0
2792.51,22,0,361,87,1,1287.8,2.168,1,15.9,25.8,21,0,0
5082.61,13,1,99,39,0,2439.31,2.084,0,1.7,9.4,0,0,0
288.93,7,0,336,104,0,2846.85,0.101,0,19.4,23.9,18,0,0
968.88,8,0,690,54,0,2832.43,0.342,0,4.6,4.5,17,0,0
1518.88,6,0,1071,60,0,2760.61,0.55,0,6.5,15.5,10,0,0
5386.66,5,0,578,31,0,3086.55,1.745,1,24.6,10.9,23,1,0
19647.14,3,0,885,75,0,3108.48,6.32,0,18.1,2.4,25,1,0
7245.53,2,0,587,27,0,2322.43,3.12,1,40.8,34.6,26,1,0
4730.16,22,0,915,34,0,1417.9,3.336,1,9.9,2.0,6,0,0
1724.95,6,0,535,43,0,1897.79,0.909,0,22.3,1.7,21,0,0
20000.0,22,1,44,0,1,1659.35,12.053,3,74.2,80.8,0,0,1
729.2,4,1,180,7,0,2739.62,0.266,2,16.6,1.5,0,1,1
2956.37,14,0,428,104,0,1762.91,1.677,0,37.4,5.1,1,0,0
1960.41,13,0,211,40,0,883.52,2.219,0,12.1,7.9,2,0,0
4168.88,12,0,707,23,0,3718.73,1.121,1,51.0,1.7,39,0,0
2193.27,15,0,551,51,0,2775.0,0.79,1,21.2,10.6,9,0,0
1628.14,4,0,540,91,0,1189.42,1.369,2,21.8,13.5,37,1,0
3843.92,4,0,615,54,0,2419.35,1.589,1,32.2,3.7,23,1,0
10788.99,4,1,20,1,1,2705.55,3.988,6,82.8,51.0,0,1,1
7464.66,17,0,574,36,0,2409.07,3.099,1,12.9,8.2,35,0,0
4837.39,11,1,60,16,1,2734.56,1.769,0,5.0,2.4,0,0,0
1797.79,15,0,508,3,2,2939.06,0.612,2,16.1,12.1,3,0,1
5807.08,12,0,616,21,0,2469.22,2.352,0,21.8,36.3,25,0,0
1790.26,19,1,108,127,0,1322.69,1.353,1,14.9,18.4,0,0,0
4241.18,8,0,1238,61,0,3561.05,1.191,0,12.7,9.7,30,0,1
3816.28,17,0,308,102,0,3977.87,0.959,0,5.7,16.9,19,0,1
1096.57,11,1,21,25,0,2520.55,0.435,0,0.4,22.7,0,0,0
5721.87,6,1,38,2,2,2131.45,2.684,3,62.2,22.1,0,0,1
20000.0,22,0,251,7,0,2632.52,7.597,2,64.2,24.7,1,0,1
1417.89,5,0,494,56,0,1947.05,0.728,0,6.9,3.1,3,1,0
4315.73,14,0,346,83,0,3603.1,1.198,1,26.1,7.1,11,0,0
2195.75,7,0,389,63,1,606.39,3.621,0,9.7,1.9,20,0,0
1139.93,20,0,425,63,0,2931.04,0.389,1,0.7,12.4,23,0,0
13259.96,9,0,381,41,0,2910.95,4.555,0,36.5,7.9,29,0,0
14221.09,23,1,48,28,2,3079.43,4.618,2,37.9,67.4,0,1,1
6347.28,6,0,523,70,0,2910.44,2.181,1,26.5,22.4,28,0,0
633.39,6,0,492,97,0,1332.99,0.475,0,0.3,30.1,36,0,0
2026.87,10,0,170,95,0,2075.68,0.976,0,2.1,5.0,26,0,0
12600.94,10,1,343,83,0,4314.32,2.921,0,27.0,16.0,0,0,0
8719.92,10,0,331,35,0,1718.98,5.073,0,13.4,0.2,3,0,0
825.63,4,0,613,46,0,3383.37,0.244,0,26.4,25.3,20,1,0
7677.86,5,1,8,12,1,3320.71,2.312,5,75.1,21.7,0,1,1
3561.24,14,1,122,66,0,3447.9,1.033,1,6.6,8.5,0,0,0
2745.9,16,1,201,19,0,3404.64,0.807,1,10.2,3.7,0,0,0
5629.82,18,0,472,43,0,1340.21,4.201,1,53.8,1.8,7,0,0
1179.95,13,0,373,60,1,1935.36,0.61,3,9.8,9.0,35,0,0
1429.11,12,0,610,40,0,1445.79,0.988,2,11.1,13.0,3,0,0
14135.84,15,0,168,4,3,2815.95,5.02,2,97.1,71.9,0,0,1
3582.02,14,0,840,18,0,2983.1,1.201,1,34.4,16.7,9,0,1
2037.37,23,0,390,72,0,3657.06,0.557,0,45.2,4.0,18,1,0
5403.67,4,1,32,1,5,3217.57,1.679,2,76.7,57.4,0,1,1
19750.45,10,1,146,9,6,3534.3,5.588,4,89.5,64.2,0,0,1
645.57,8,0,704,30,0,1918.84,0.336,1,7.2,27.5,29,0,0
145.67,14,0,310,16,0,2529.76,0.058,0,20.2,12.3,23,0,0
1059.56,18,0,1150,71,0,2691.5,0.394,0,4.4,28.6,11,0,0
910.66,19,1,18,79,0,3629.49,0.251,2,2.0,11.1,0,0,0
591.73,11,1,39,47,0,3591.0,0.165,1,16.8,0.7,0,0,0
1008.89,18,0,217,108,0,1910.83,0.528,0,21.8,23.4,11,0,0
3062.7,17,1,105,15,0,3745.75,0.818,4,25.3,13.0,0,0,0
1035.72,18,1,142,42,0,2156.08,0.48,0,18.4,6.1,0,0,0
8954.18,18,0,438,70,0,2002.67,4.471,0,12.4,11.9,15,0,0
3928.73,8,0,289,73,0,2117.19,1.856,0,24.4,19.8,19,0,0
2130.03,13,0,657,88,0,2240.64,0.951,0,23.0,24.4,22,0,0
3377.3,16,0,525,102,0,1822.06,1.854,2,9.7,7.5,19,0,0
5719.9,8,1,86,1,6,2613.16,2.189,5,55.8,31.9,0,0,1
4723.69,14,0,477,46,0,2197.07,2.15,3,2.5,40.0,4,0,0
984.61,10,1,58,119,0,1933.19,0.509,1,32.4,16.0,0,0,0
704.84,1,0,1081,52,0,2204.73,0.32,2,2.4,32.6,15,1,0
740.56,16,0,551,57,1,2801.03,0.264,2,20.2,0.9,13,0,0
1602.78,21,1,216,149,0,3001.57,0.534,0,11.3,7.7,0,0,0
1178.27,3,0,706,20,0,2897.48,0.407,1,20.6,15.7,23,1,0
879.97,21,1,95,58,0,2766.46,0.318,2,5.8,2.9,0,0,0
991.8,21,0,761,28,1,2709.88,0.366,0,20.2,3.9,7,0,0
3010.22,21,0,737,97,0,3599.4,0.836,1,13.6,15.6,1,0,0
2174.69,12,0,399,34,0,300.0,7.249,1,30.6,32.0,21,0,0
9582.2,4,1,148,12,5,2407.72,3.98,2,95.4,73.1,0,1,1
6499.17,21,0,481,18,0,2739.18,2.373,0,26.6,19.8,32,0,0
1138.41,8,0,692,66,1,3695.91,0.308,2,11.2,12.8,11,0,0
354.73,1,0,612,37,1,3104.57,0.114,0,12.7,55.3,15,1,0
527.9,16,0,404,51,0,2321.61,0.227,0,11.7,2.3,5,0,0
5152.59,1,1,8,3,4,1554.54,3.315,3,69.1,52.2,0,1,1
3268.99,10,0,607,51,0,2012.77,1.624,1,16.0,10.2,10,0,0
1436.06,10,0,669,54,0,3333.29,0.431,1,38.6,12.6,2,0,0
1493.56,16,0,549,45,0,1384.2,1.079,0,2.6,10.0,30,0,0
412.73,20,0,1097,64,0,3286.57,0.126,0,8.4,7.4,18,0,0
3269.86,15,0,360,65,0,2993.96,1.092,1,33.0,5.8,26,0,0
17472.83,23,0,368,1,1,1323.74,13.2,3,73.9,77.1,1,1,1
744.98,15,0,445,107,0,2843.76,0.262,2,18.9,30.1,18,0,0
3092.11,21,0,514,129,0,3322.67,0.931,0,7.6,1.0,5,0,0
4279.53,9,1,117,71,0,375.35,11.402,0,1.6,19.2,0,0,0
12146.0,13,1,17,72,0,1946.5,6.24,1,30.8,3.8,0,0,0
1627.11,15,0,512,61,0,3621.28,0.449,0,33.7,10.0,14,0,0
4835.47,22,0,430,99,0,300.0,16.118,5,14.5,9.2,5,0,0
2472.95,22,0,449,70,0,1026.64,2.409,0,10.0,4.7,12,0,0
403.47,8,0,561,18,0,2708.39,0.149,0,13.4,13.6,25,0,0
694.67,13,0,324,43,0,1983.55,0.35,0,19.3,5.7,32,0,0
3271.33,13,0,471,120,0,2226.88,1.469,1,27.2,28.1,21,0,0
3058.74,12,0,295,84,0,2238.31,1.367,2,23.5,19.0,13,0,0
1941.37,6,0,814,75,0,2843.49,0.683,0,12.3,2.2,33,0,0
630.95,8,0,515,135,0,1573.26,0.401,2,13.9,23.2,18,0,0
1612.33,7,0,1018,51,0,3144.95,0.513,0,29.8,29.5,21,0,0
2177.75,6,0,974,91,0,1570.47,1.387,0,16.0,28.5,21,0,1
228.66,21,1,50,55,0,1649.34,0.139,0,28.2,9.6,0,0,0
900.43,3,1,359,17,2,2353.63,0.383,2,4.4,6.3,0,1,1
3607.18,22,0,1545,33,0,2007.56,1.797,1,29.7,8.2,37,0,0
1419.18,18,1,103,65,0,1401.58,1.013,2,63.3,10.5,0,0,1
292.41,9,0,565,75,0,3272.57,0.089,1,14.0,27.1,8,0,0
2047.59,6,0,295,28,0,2933.65,0.698,0,15.3,20.9,13,0,0
1914.66,4,1,178,16,3,3210.43,0.596,1,3.0,4.7,0,1,1
2256.96,20,0,950,44,0,2657.7,0.849,0,7.0,42.4,24,0,0
315.46,16,0,855,56,0,3606.4,0.087,2,24.9,16.0,18,0,0
919.66,23,0,763,23,0,2648.58,0.347,2,18.4,19.3,15,1,0
3236.37,15,0,405,44,0,3640.21,0.889,2,27.9,11.8,5,0,0
4735.6,14,0,600,101,0,2288.14,2.07,0,28.1,8.0,14,0,0
370.02,10,0,802,32,0,746.83,0.495,2,5.8,1.8,39,0,0
1165.76,4,0,597,48,1,2655.9,0.439,1,6.6,60.0,18,1,0
1644.99,19,0,759,36,0,1150.52,1.43,0,42.2,13.0,17,0,0
8612.56,18,1,83,9,2,2813.97,3.061,2,87.0,8.9,0,0,1
1377.92,10,0,751,67,0,300.0,4.593,0,4.8,13.5,25,0,0
626.24,10,0,283,103,0,4034.78,0.155,1,12.4,36.4,1,0,1
1265.26,8,0,382,63,2,823.98,1.536,2,39.1,14.8,15,0,0
2978.12,11,0,507,54,0,2773.54,1.074,1,4.7,5.8,20,0,0
